split,investor,coefficient,exact_lasso,adam,abs_diff
7,retail,momentumxkospi_return_1d,0.007571567848560523,0.006586036644876,0.0009855312036845228
7,retail,momentumxfx_level_z_252,0.0,0.0005979762063361,0.0005979762063361
7,retail,persistxkospi_return_1d,0.005952370640194461,0.0043723960407078,0.0015799745994866613
7,retail,persistxfx_level_z_252,-0.01711613578669928,-0.0179370380938053,0.0008209023071060195
7,retail,underwaterxkospi_return_1d,0.01206062527169386,0.0117883319035172,0.0002722933681766609
7,retail,underwaterxfx_level_z_252,-0.03772170636062099,-0.0376392528414726,8.24535191483941e-05
7,retail,kospi_return_1d,-0.023044730722804666,-0.021863555535674,0.0011811751871306647
7,retail,fx_level_z_252,0.030027193935129065,0.0325562506914138,0.002529056756284738
8,foreign,momentum,0.057512649713405715,0.0542499423027038,0.0032627074107019136
8,foreign,persist,0.040709932716161704,0.0554275847971439,0.014717652080982198
8,foreign,underwater,0.001068991577414925,-0.011666003614664,0.012734995192078925
8,foreign,momentumxkospi_return_1d,0.0,-0.0100518511608242,0.0100518511608242
8,foreign,momentumxfx_level_z_252,-0.010286095133093268,-0.0083977719768881,0.0018883231562051676
8,foreign,persistxkospi_return_1d,0.000337355664674782,0.0004720606666523,0.00013470500197751797
8,foreign,persistxfx_level_z_252,0.0,-0.0023111549671739,0.0023111549671739
8,foreign,underwaterxkospi_return_1d,-0.002916591344566668,0.0071224407292902,0.010039032073856868
8,foreign,underwaterxfx_level_z_252,-0.010938180204068415,-0.0076128346845507,0.0033253455195177157
8,foreign,kospi_return_1d,0.03529797552955952,0.0465511605143547,0.011253184984795182
8,foreign,fx_level_z_252,-0.016939688337586734,-0.016927333548665,1.235478892173264e-05
8,institution,momentum,-0.007574282805632994,-0.0077524404041469,0.00017815759851390594
8,institution,persist,0.00891422197893336,0.008852407336235,6.181464269836012e-05
8,institution,underwater,-0.0,-0.0004831100231967,0.0004831100231967
8,institution,momentumxkospi_return_1d,-0.0,-1.5282865206245333e-05,1.5282865206245333e-05
8,institution,momentumxfx_level_z_252,0.0,0.0002705347724258,0.0002705347724258
8,institution,persistxkospi_return_1d,-0.0,-8.359443745575845e-05,8.359443745575845e-05
8,institution,persistxfx_level_z_252,-0.0007754655581346873,-0.0007462580106221,2.9207547512587304e-05
8,institution,underwaterxkospi_return_1d,0.008143660878788133,0.0077397054992616,0.0004039553795265327
8,institution,underwaterxfx_level_z_252,0.003259272088953508,0.0033089460339397,4.967394498619224e-05
8,institution,kospi_return_1d,-0.0018730221981793193,-0.0019963979721069,0.00012337577392758088
8,institution,fx_level_z_252,-0.002602162075104681,-0.0025713376235216,3.082445158308087e-05
8,retail,momentum,-0.034254334980253445,-0.0351003296673297,0.0008459946870762527
8,retail,persist,0.04100138706459069,0.0400859043002128,0.0009154827643778896
8,retail,underwater,0.04084406972040989,0.0379797518253326,0.0028643178950772882
8,retail,momentumxkospi_return_1d,-0.0009051328316560206,-0.001879199873656,0.0009740670419999794
8,retail,momentumxfx_level_z_252,0.0,-0.0001949721190612,0.0001949721190612
8,retail,persistxkospi_return_1d,0.01569800084500097,0.0135319819673895,0.0021660188776114683
8,retail,persistxfx_level_z_252,-0.006390545231102073,-0.0066060875542461,0.00021554232314402628
8,retail,underwaterxkospi_return_1d,0.0031900054373993677,0.0023452893365174,0.0008447161008819678
8,retail,underwaterxfx_level_z_252,-0.033016449110590575,-0.0328405201435089,0.00017592896708167743
8,retail,kospi_return_1d,-0.03692017246503334,-0.0369655527174472,4.538025241385829e-05
8,retail,fx_level_z_252,0.016937619936733553,0.0177252199500799,0.0007876000133463477
9,foreign,momentum,0.04829446018579697,0.0495195239782333,0.0012250637924363303
9,foreign,persist,0.0553422846991867,0.0481658466160297,0.007176438083157002
9,foreign,underwater,0.011113047370552645,0.0142630413174629,0.0031499939469102553
9,foreign,momentumxkospi_return_1d,-0.008487650111133978,-0.0180035531520843,0.00951590304095032
9,foreign,momentumxfx_level_z_252,-0.0015826500423510353,-0.0011661378666758,0.0004165121756752354
9,foreign,persistxkospi_return_1d,-0.008176432221598423,-0.0014220400480553,0.006754392173543122
9,foreign,persistxfx_level_z_252,0.002876294719447831,-0.0058024246245622,0.00867871934401003
9,foreign,underwaterxkospi_return_1d,-0.004630929076595994,0.0048001739196479,0.009431102996243893
9,foreign,underwaterxfx_level_z_252,-0.007157373486928458,-0.0145023865625262,0.007345013075597742
9,foreign,kospi_return_1d,0.024783934080446567,0.0232585929334163,0.001525341147030266
9,foreign,fx_level_z_252,-0.02338755543454682,-0.0226826202124357,0.000704935222111118
9,institution,momentum,-0.0,-0.0003365435986779,0.0003365435986779
9,institution,persist,0.012341003755523869,0.0122029287740588,0.00013807498146506912
9,institution,underwater,-0.0007269679674364801,-0.0007202531560324,6.7148114040801055e-06
9,institution,momentumxkospi_return_1d,-0.00048770110803200673,-0.0004405668296385,4.7134278393506706e-05
9,institution,momentumxfx_level_z_252,0.0,0.0001014786830637,0.0001014786830637
9,institution,persistxkospi_return_1d,-0.0,5.147328192833811e-05,5.147328192833811e-05
9,institution,persistxfx_level_z_252,-0.0046971801407976535,-0.0046677137725055,2.9466368292153412e-05
