experiment,epochs,learning_rate,lambda_l1,split,investor,train_size,test_size,train_nll,accuracy,macro_f1,nll
ep_100_lr_0p001_l1_0,100,0.001,0.0,44,retail,775,197,0.6529366937760384,0.583756345177665,0.5629329004329005,0.7088617086410522
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,0,foreign,773,194,0.6290793531462261,0.634020618556701,0.5967208315034402,0.6430978178977966
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,0,institution,773,194,0.6867360622269062,0.5154639175257731,0.4916369313113291,0.6954934000968933
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,0,retail,773,194,0.656541613989629,0.5618556701030928,0.5137844611528821,0.6941645741462708
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,1,foreign,766,194,0.6301371534561675,0.6701030927835051,0.6672384219554031,0.6125754714012146
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,1,institution,766,194,0.6855886133470361,0.5360824742268041,0.5360824742268041,0.6890608072280884
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,1,retail,766,194,0.6572880799403078,0.5824742268041238,0.5792433127158808,0.6732893586158752
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,2,foreign,766,194,0.6272287901014323,0.6494845360824743,0.6485507246376812,0.6269134879112244
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,2,institution,766,194,0.6819135507777839,0.520618556701031,0.5169089886737891,0.6995859742164612
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,2,retail,766,194,0.6626924573597024,0.6237113402061856,0.6224976675996268,0.6585937142372131
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,3,foreign,766,194,0.6266204669643631,0.6597938144329897,0.6462201591511936,0.6308640837669373
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,3,institution,766,194,0.6847881218783227,0.5670103092783505,0.5457181088314005,0.6889168620109558
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,3,retail,766,194,0.6635612336524784,0.6391752577319587,0.6314989688483664,0.654968798160553
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,4,foreign,766,194,0.6278777027565879,0.634020618556701,0.6186072269140246,0.6300157904624939
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,4,institution,766,194,0.6842050323598379,0.520618556701031,0.5137844611528821,0.6972584128379822
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,4,retail,766,194,0.6512040604810491,0.520618556701031,0.4958504484868807,0.7059330940246582
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,5,foreign,766,194,0.6399786620164976,0.6907216494845361,0.6580091667646022,0.5907084941864014
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,5,institution,766,194,0.6781455921130766,0.5,0.4811260925910607,0.7281145453453064
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,5,retail,766,194,0.6651396188038758,0.6185567010309279,0.5914162112932605,0.6599802374839783
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,6,foreign,766,194,0.6304657121551255,0.6597938144329897,0.6264005602240896,0.633959174156189
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,6,institution,766,194,0.6820936268365726,0.5154639175257731,0.4961317418213969,0.7110849022865295
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,6,retail,766,194,0.6588264479649596,0.6237113402061856,0.5793506994980248,0.6703796982765198
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,7,foreign,766,194,0.6277641733383696,0.654639175257732,0.6505444280145181,0.6208459734916687
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,7,institution,766,194,0.6826674023122763,0.5103092783505154,0.5006367355786165,0.6982906460762024
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,7,retail,766,194,0.6538764479577386,0.5721649484536082,0.5609543285616905,0.6836868524551392
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,8,foreign,769,197,0.6258756991170628,0.6395939086294417,0.6394452607429175,0.6873584389686584
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,8,institution,769,197,0.6857353511650324,0.5177664974619289,0.5175676024024953,0.6946214437484741
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,8,retail,769,197,0.6568108630040842,0.5685279187817259,0.5678152019615434,0.7121021151542664
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,9,foreign,772,194,0.6252286437261908,0.6185567010309279,0.617540494458653,0.6590896844863892
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,9,institution,772,194,0.6883163353322084,0.5670103092783505,0.5613695090439277,0.6835809946060181
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,9,retail,772,194,0.6569110741887068,0.5412371134020618,0.5412249236083433,0.7010506987571716
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,10,foreign,765,194,0.6180604227228103,0.6134020618556701,0.5988088344776243,0.666893482208252
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,10,institution,765,194,0.6845996509190478,0.5463917525773195,0.5393416082029142,0.690740704536438
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,10,retail,765,194,0.6608114059454475,0.5876288659793815,0.5775261324041812,0.6800801157951355
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,11,foreign,765,194,0.6187802608496223,0.5979381443298969,0.5958333333333333,0.6590319871902466
