experiment,epochs,batch_size,learning_rate,lambda_l1,split,investor,train_size,test_size,train_nll,accuracy,macro_f1,nll
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,8,foreign,769,197,0.6363433450266661,0.6243654822335025,0.6241233498349835,0.6706591844558716
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,8,institution,769,197,0.6868920682000555,0.5431472081218274,0.5421916959305928,0.6911932229995728
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,8,retail,769,197,0.6600247424662655,0.5685279187817259,0.5681273050834343,0.6877376437187195
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,9,foreign,772,194,0.6326459003853674,0.6185567010309279,0.6170916462178598,0.6563583016395569
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,9,institution,772,194,0.6898157204371043,0.5515463917525774,0.5488492689315977,0.6857506632804871
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,9,retail,772,194,0.6589901051990726,0.5412371134020618,0.5412249236083433,0.7032228708267212
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,10,foreign,765,194,0.6297393735717325,0.6185567010309279,0.6049532195927352,0.6668359041213989
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,10,institution,765,194,0.6860740831474853,0.5463917525773195,0.5393416082029142,0.6906785368919373
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,10,retail,765,194,0.663125420551674,0.5876288659793815,0.578855964398133,0.687930703163147
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,11,foreign,765,194,0.6311024835686279,0.6030927835051546,0.6013024795153068,0.6590123176574707
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,11,institution,765,194,0.6880363056083131,0.6134020618556701,0.5892962994326361,0.6853032112121582
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,11,retail,765,194,0.6644486381337533,0.6185567010309279,0.6170916462178598,0.6788605451583862
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,12,foreign,765,194,0.6322906660877802,0.6082474226804123,0.6061965811965812,0.6559993028640747
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,12,institution,765,194,0.6886598072799982,0.5927835051546392,0.5790832440745928,0.6850942969322205
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,12,retail,765,194,0.653326614931518,0.4896907216494845,0.4810731944557023,0.7191354036331177
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,13,foreign,765,194,0.6434278671258415,0.6391752577319587,0.6231546231546231,0.6148657202720642
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,13,institution,765,194,0.6841785902291342,0.5463917525773195,0.5262515262515263,0.6979345083236694
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,13,retail,765,194,0.6692014436316646,0.6288659793814433,0.6184857423795477,0.6572572588920593
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,14,foreign,765,194,0.6353539223764457,0.6443298969072165,0.6259535585547824,0.6492488384246826
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,14,institution,765,194,0.6865420559652491,0.5515463917525774,0.5305798915310805,0.6975929737091064
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,14,retail,765,194,0.6579859851232541,0.5773195876288659,0.5521396396396396,0.7298121452331543
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,15,foreign,765,194,0.6292026585223628,0.6030927835051546,0.6030822372791285,0.6637266278266907
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,15,institution,765,194,0.6865808593681435,0.5567010309278351,0.5349018733273863,0.6891144514083862
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,15,retail,765,194,0.6563547303474028,0.5309278350515464,0.5294149007063842,0.702671468257904
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,16,foreign,768,197,0.6177375217278799,0.5939086294416244,0.5882967607105538,0.7203187346458435
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,16,institution,768,197,0.6858359773953756,0.5583756345177665,0.5579655946148092,0.6953292489051819
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,16,retail,768,197,0.6523747791846594,0.5482233502538071,0.5444199038586462,0.7285060286521912
