coefficient,split,investor,feature,weight,parameter_type,parameter,mean,std,positive_rate,negative_rate,split_count,direction_consistency,context
B,30,institution,herd,-0.0001332513493252,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,30,institution,herd,0.0001090021105483,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,30,institution,herd,-0.0003056214773096,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,30,institution,underwater,0.0014216579729691,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,30,institution,underwater,0.0002593395474832,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,30,institution,underwater,0.0001352598483208,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,30,retail,momentum,0.001382460584864,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,30,retail,momentum,0.0166941173374652,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,30,retail,momentum,0.0150395836681127,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,30,retail,herd,-0.0026539675891399,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,30,retail,herd,0.006070845760405,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,30,retail,herd,0.0040410552173852,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,30,retail,underwater,-0.0067303525283932,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,30,retail,underwater,-0.0194328650832176,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,30,retail,underwater,-0.0195334963500499,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,31,foreign,momentum,-0.0140889100730419,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,31,foreign,momentum,-0.0006168619147501,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,31,foreign,momentum,-0.0252127051353454,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,31,foreign,herd,0.0027263658121228,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,31,foreign,herd,-0.0072363703511655,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,31,foreign,herd,0.0234454963356256,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,31,foreign,underwater,-0.002002460649237,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,31,foreign,underwater,-0.0121468780562281,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,31,foreign,underwater,0.0015850955387577,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,31,institution,momentum,0.0002111505164066,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,31,institution,momentum,0.0001414580910932,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,31,institution,momentum,-0.0002823862305376,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,31,institution,herd,-0.0011596969561651,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,31,institution,herd,0.0002114560629706,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,31,institution,herd,-6.1188547988422215e-06,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,31,institution,underwater,0.0015822452260181,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,31,institution,underwater,-3.370194463059306e-06,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,31,institution,underwater,0.0002110644272761,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,31,retail,momentum,-0.0032378484029322,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,31,retail,momentum,0.0042788716964423,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,31,retail,momentum,0.0160234477370977,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,31,retail,herd,-0.009287541732192,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,31,retail,herd,0.0002451332111377,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,31,retail,herd,0.0099514378234744,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,31,retail,underwater,-0.007280577905476,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,31,retail,underwater,-0.0077868648804724,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,31,retail,underwater,-0.0321658253669738,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,32,foreign,momentum,-0.0108954608440399,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,32,foreign,momentum,-0.0047885747626423,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,32,foreign,momentum,-0.0213624648749828,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,32,foreign,herd,0.0066048703156411,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,32,foreign,herd,-0.0023984319996088,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,32,foreign,herd,0.0214332044124603,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,32,foreign,underwater,-0.0018471096409484,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,32,foreign,underwater,-0.0185968875885009,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,32,foreign,underwater,0.0084831761196255,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,32,institution,momentum,-0.0002274836733704,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,32,institution,momentum,0.0024845853913575,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,32,institution,momentum,0.0021200452465564,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,32,institution,herd,-0.0001544506667414,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,32,institution,herd,0.0001417999155819,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,32,institution,herd,-0.0005715146544389,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,32,institution,underwater,0.0036271796561777,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,32,institution,underwater,0.0022901145275682,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,32,institution,underwater,0.0029143269639462,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,32,retail,momentum,-0.0005555626121349,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,32,retail,momentum,0.0133240185678005,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,32,retail,momentum,0.0137788848951458,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,32,retail,herd,-0.0043840329162776,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,32,retail,herd,0.0038492521271109,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,32,retail,herd,0.003764403052628,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,32,retail,underwater,-0.0060745230875909,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,32,retail,underwater,-0.0171981286257505,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,32,retail,underwater,-0.0130867138504982,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,33,foreign,momentum,-0.0129847824573516,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,33,foreign,momentum,-0.0080646658316254,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,33,foreign,momentum,-0.0226442888379097,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,33,foreign,herd,0.0067182383500039,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,33,foreign,herd,-0.0012997180456295,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,33,foreign,herd,0.0138019602745771,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,33,foreign,underwater,0.0005974534433335,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,33,foreign,underwater,-0.0146933943033218,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,33,foreign,underwater,0.0068828198127448,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,33,institution,momentum,3.193791417288594e-05,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,33,institution,momentum,0.000227830838412,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,33,institution,momentum,0.0027768439613282,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,33,institution,herd,-0.0001651318743824,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,33,institution,herd,8.618328138254583e-05,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,33,institution,herd,-0.0002017633232753,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,33,institution,underwater,0.0035554380156099,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,33,institution,underwater,0.0020250070374459,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,33,institution,underwater,0.0005288554821163,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,33,retail,momentum,0.0029142445418983,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,33,retail,momentum,0.0163866337388753,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,33,retail,momentum,0.0095796389505267,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,33,retail,herd,-0.0033997592981904,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,33,retail,herd,0.0073533044196665,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,33,retail,herd,0.0060539995320141,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,33,retail,underwater,-0.005184250883758,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,33,retail,underwater,-0.0234317388385534,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,33,retail,underwater,-0.0126624200493097,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,34,foreign,momentum,-0.0108852609992027,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,34,foreign,momentum,-0.0112499119713902,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,34,foreign,momentum,-0.0271592084318399,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,34,foreign,herd,-0.0148792248219251,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,34,foreign,herd,-0.0068921712227165,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,34,foreign,herd,1.3591479728347622e-05,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,34,foreign,underwater,0.0013417791342362,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,34,foreign,underwater,-0.0167111232876777,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,34,foreign,underwater,0.000895784352906,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,34,institution,momentum,5.925755249336362e-05,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,34,institution,momentum,0.0010254963999614,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,34,institution,momentum,0.0035594331566244,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,34,institution,herd,-2.882818807847798e-05,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,34,institution,herd,0.000318593083648,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,34,institution,herd,8.805264951661229e-05,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,34,institution,underwater,0.0041028643026947,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,34,institution,underwater,0.0023043481633067,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,34,institution,underwater,8.658809383632615e-05,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,34,retail,momentum,0.0005855486961081,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,34,retail,momentum,0.0130448164418339,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,34,retail,momentum,0.0125387739390134,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,34,retail,herd,-0.0161100216209888,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,34,retail,herd,-0.0067007136531174,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,34,retail,herd,-0.0085661308839917,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,34,retail,underwater,-0.0048995646648108,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,34,retail,underwater,-0.0219333730638027,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,34,retail,underwater,-0.0039351340383291,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,35,foreign,momentum,-0.0111776096746325,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,35,foreign,momentum,-0.0022018868476152,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,35,foreign,momentum,-0.0086064739152789,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,35,foreign,herd,0.0047009410336613,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,35,foreign,herd,-0.0042465031147003,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,35,foreign,herd,0.0264620371162891,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,35,foreign,underwater,-0.0017416200134903,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,35,foreign,underwater,0.0041750189848244,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,35,foreign,underwater,0.0054585677571594,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,35,institution,momentum,0.0003335258516017,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,35,institution,momentum,-0.0001652571809245,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,35,institution,momentum,-0.000348546920577,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,35,institution,herd,-0.0020445636473596,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,35,institution,herd,0.0001051944782375,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,35,institution,herd,0.0004671181959565,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,35,institution,underwater,0.0001020182899083,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,35,institution,underwater,-0.0001193659991258,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,35,institution,underwater,0.0005908985622227,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,35,retail,momentum,-0.0035606657620519,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,35,retail,momentum,0.0057632457464933,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
